,Project.Name,Address,Transacted Price,Price (psf),Date,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,Avg area sqf,Dist_Sch_Label
7997,HENLEY GARDENS,21 JALAN ARIF,2810000,1183,2022-07-06,2002,Resale,19,2022,1,99-yr,1,XINMIN PRIMARY SCHOOL,0.393850534,KOVAN MRT STATION,0.865702909,2375.61,1
7998,LENTOR VILLAS,39 LENTOR CRESCENT,6450000,1363,2022-07-07,1997,Resale,26,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.788731906,LENTOR MRT STATION,0.49126552,4730.78,2
7999,LOYANG VILLAS,190 LOYANG RISE,1980000,1196,2022-07-07,1995,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.086495175,TAMPINES EAST MRT STATION,1.612179949,1655.5,2
8000,MIMOSA TERRACE,21 MIMOSA PLACE,3400000,2106,2022-07-07,2007,Resale,28,2022,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.915123511,YIO CHU KANG MRT STATION,1.721423295,1614.6,2
8001,THOMSON GARDEN ESTATE,20 JALAN ISNIN,3100000,1610,2022-07-07,-,Resale,20,2022,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.903823457,UPPER THOMSON MRT STATION,0.467532404,1925.68,1
8002,SERANGOON GARDEN ESTATE,50 BRAEMAR DRIVE,3980000,1413,2022-07-07,-,Resale,19,2022,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.52212164,LORONG CHUAN MRT STATION,1.134617242,2816.94,2
8003,CHARLTON PARK,77 JALAN MASTULI,4500000,1698,2022-07-07,-,Resale,19,2022,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.716512787,KOVAN MRT STATION,0.507292777,2650.1,1
8004,N.A.,8 MUGLISTON ROAD,4420000,2043,2022-07-07,1997,Resale,15,2022,1,Freehold,7,TAO NAN SCHOOL,1.172723686,MARINE PARADE MRT STATION,0.4868629,2163.56,2
8005,SERANGOON PARK,1 JALAN SUKACHITA,4918000,1261,2022-07-08,-,Resale,13,2022,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.355074554,LORONG CHUAN MRT STATION,0.53743876,3899.8,2
8006,KEW VALE,4 KEW AVENUE,1900000,1107,2022-07-08,1996,Resale,16,2022,1,99-yr,1,TEMASEK PRIMARY SCHOOL,0.354167554,BEDOK SOUTH MRT STATION,0.461881175,1715.78,1
8007,N.A.,125 LENGKONG DUA,4300000,2025,2022-07-08,2010,Resale,14,2022,1,Freehold,7,MAHA BODHI SCHOOL,1.182770638,KEMBANGAN MRT STATION,0.691916754,2123.74,2
8008,SERANGOON GARDEN ESTATE,17E SERANGOON GARDEN WAY,3750000,1747,2022-07-08,1996,Resale,19,2022,1,Freehold,1,ROSYTH SCHOOL,1.164674138,SERANGOON MRT STATION,1.353120325,2146.34,2
8009,GOLDHILL GARDENS,19 GOLDHILL PLACE,6300000,2563,2022-07-08,1970,Resale,11,2022,1,Freehold,1,ANGLO-CHINESE SCHOOL (PRIMARY),0.50011358,STEVENS MRT STATION,0.719681554,2458.5,1
8010,FLORIDA PARK,50 SUNRISE WALK,4000000,2364,2022-07-08,2007,Resale,28,2022,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,2.330761986,YIO CHU KANG MRT STATION,1.352654251,1692.1,3
8011,N.A.,23 JOON HIANG ROAD,2800000,1518,2022-07-08,-,Resale,19,2022,1,Freehold,7,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.13837786,SERANGOON MRT STATION,0.367651756,1844.95,2
8012,GUAN SOON VILLAS,36 GUAN SOON AVENUE,3600000,1450,2022-07-12,1991,Resale,16,2022,1,Freehold,1,CHONGZHENG PRIMARY SCHOOL,1.450810153,SIMEI MRT STATION,0.596493376,2483.25,2
8013,WATER TERRACE,52 LORONG AH SOO,2550000,971,2022-07-12,2008,Resale,19,2022,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.399935433,BARTLEY MRT STATION,0.864003545,2626.42,1
8014,VAUGHAN GARDEN,24 LORONG BIAWAK,4628000,1461,2022-07-12,1991,Resale,13,2022,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.14401812,SERANGOON MRT STATION,0.330432217,3167.85,2
8015,THE ARECA,27W BUNGA RAMPAI PLACE,1868888,775,2022-07-12,2003,Resale,19,2022,1,99-yr,1,MARIS STELLA HIGH SCHOOL,0.781902752,TAI SENG MRT STATION,0.582828388,2411.14,1
8016,LOYANG VILLAS,238 LOYANG RISE,2300000,1408,2022-07-12,1996,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.105832584,TAMPINES EAST MRT STATION,1.460172115,1633.98,2
8017,YUNNAN GARDENS,52 YUNNAN CRESCENT,5330000,1036,2022-07-12,2000,Resale,22,2022,1,Freehold,1,FRONTIER PRIMARY SCHOOL,0.806556551,PIONEER MRT STATION,0.553652862,5145.19,1
8018,ALANA,88 SUNRISE TERRACE,3574083,1165,2022-07-13,2018,Resale,28,2022,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.268511573,YIO CHU KANG MRT STATION,1.398126786,3067.74,3
8019,TAI HWAN GARDEN,44 TAI HWAN TERRACE,4050000,1557,2022-07-13,1979,Resale,19,2022,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.034493626,LORONG CHUAN MRT STATION,0.798675665,2600.58,2
8020,N.A.,51 THRIFT DRIVE,3618000,1581,2022-07-13,1963,Resale,19,2022,1,Freehold,7,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.574727239,BARTLEY MRT STATION,0.405955598,2288.43,1
8021,THOMSON GARDEN ESTATE,28 JALAN CHEGAR,2280000,2492,2022-07-13,-,Resale,20,2022,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.688815913,MARYMOUNT MRT STATION,0.548777246,914.94,1
8022,N.A.,43 JALAN RINDU,4500000,1297,2022-07-13,-,Resale,19,2022,1,Freehold,7,MARIS STELLA HIGH SCHOOL,0.415530562,BARTLEY MRT STATION,0.4624267,3470.31,1
8023,N.A.,41 LUCKY GARDENS,3760000,2080,2022-07-14,-,Resale,16,2022,1,Freehold,7,TEMASEK PRIMARY SCHOOL,0.577215162,BAYSHORE MRT STATION,0.706799997,1807.28,1
8024,SEMBAWANG HILLS ESTATE,39 NEMESU AVENUE,3450000,2299,2022-07-14,-,Resale,20,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.770828856,MAYFLOWER MRT STATION,1.074103767,1500.5,1
8025,N.A.,16 HOW SUN ROAD,4480000,1985,2022-07-14,2022,Resale,19,2022,1,Freehold,7,MARIS STELLA HIGH SCHOOL,0.475068325,BARTLEY MRT STATION,0.303330504,2257.21,1
8026,N.A.,40 HAPPY AVENUE NORTH,3980000,2038,2022-07-18,2019,Resale,13,2022,1,Freehold,7,MARIS STELLA HIGH SCHOOL,1.255495085,MATTAR MRT STATION,0.534260646,1952.59,2
8027,HARVEY VIEW,24 HARVEY CRESCENT,3570000,1685,2022-07-18,1991,Resale,16,2022,1,Freehold,1,CHONGZHENG PRIMARY SCHOOL,1.181414519,SIMEI MRT STATION,0.331838587,2118.36,2
8028,N.A.,468D UPPER CHANGI ROAD,3500000,2051,2022-07-18,1984,Resale,16,2022,1,Freehold,7,RED SWASTIKA SCHOOL,1.618763216,TANAH MERAH MRT STATION,0.715075098,1706.09,2
8029,KELULUT HILL,4 KELULUT HILL,3380000,1898,2022-07-18,1997,Resale,28,2022,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.016160172,BUANGKOK MRT STATION,2.162965578,1780.37,2
8030,YUNNAN GARDENS,108 YUNNAN CRESCENT,3310000,1115,2022-07-18,1991,Resale,22,2022,1,Freehold,1,FRONTIER PRIMARY SCHOOL,0.959742434,PIONEER MRT STATION,0.669331178,2968.71,1
8031,LOYANG VILLAS,143 LOYANG RISE,1890000,929,2022-07-18,1996,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.001038145,TAMPINES EAST MRT STATION,1.419994152,2034.4,2
8032,N.A.,35 PENAGA PLACE,2860888,1214,2022-07-18,2012,Resale,27,2022,1,99-yr,7,WELLINGTON PRIMARY SCHOOL,2.111693519,CANBERRA MRT STATION,2.160401549,2356.24,3
8033,DRAGON VIEW PARK,50 JALAN MUTIARA,5890000,2290,2022-07-18,-,Resale,10,2022,1,Freehold,1,ANGLO-CHINESE SCHOOL (JUNIOR),2.056267293,ORCHARD BOULEVARD MRT STATION,0.736812499,2572.6,3
8034,N.A.,287 ONAN ROAD,3398000,2022,2022-07-18,1992,Resale,15,2022,1,Freehold,7,TAO NAN SCHOOL,1.145714759,MARINE PARADE MRT STATION,0.795300691,1680.26,2
8035,THE RIVERINA,16 RIVERINA WALK,2380000,1470,2022-07-18,2000,Resale,18,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.192318777,PASIR RIS MRT STATION,0.837179735,1618.91,3
8036,KEMBANGAN ESTATE,78C LORONG MARICAN,4600000,1524,2022-07-19,1990,Resale,14,2022,1,Freehold,1,MAHA BODHI SCHOOL,0.887012621,KEMBANGAN MRT STATION,0.646758417,3018.23,1
8037,LOYANG VILLAS,126 LOYANG RISE,2155000,1335,2022-07-19,1995,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,0.951948203,TAMPINES EAST MRT STATION,1.617770136,1614.6,1
8038,N.A.,45 DUKU ROAD,4200000,3137,2022-07-19,1950,Resale,15,2022,1,Freehold,7,TAO NAN SCHOOL,0.871919452,MARINE PARADE MRT STATION,0.783610233,1339.04,1
8039,KENT RIDGE HILL RESIDENCES,56J SOUTH BUONA VISTA ROAD,2833158,1548,2022-07-20,Uncompleted,New Sale,5,2022,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.249634592,PASIR PANJANG MRT STATION,0.526585584,1829.88,3
8040,YEW LIAN PARK,23 TAMAN PERMATA,4500000,1652,2022-07-20,1967,Resale,20,2022,1,Freehold,1,AI TONG SCHOOL,1.03434411,UPPER THOMSON MRT STATION,0.379931923,2724.37,2
8041,HENRY PARK,94 GROVE DRIVE,5100000,2539,2022-07-20,1978,Resale,10,2022,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,0.594343112,DOVER MRT STATION,0.724600801,2008.56,1
8042,WESTVILLE,27 WESTWOOD TERRACE,1960000,1213,2022-07-20,1998,Resale,22,2022,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.769642095,PIONEER MRT STATION,1.761512638,1615.68,1
8043,N.A.,10 JALAN CHERMAT,3180000,1695,2022-07-21,-,Resale,19,2022,1,Freehold,7,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.844540115,SERANGOON MRT STATION,0.450084698,1876.17,1
8044,GREEN PARK,53 JALAN LIMAU KASTURI,3300000,1669,2022-07-21,1976,Resale,16,2022,1,999-yr,1,TEMASEK PRIMARY SCHOOL,0.791951156,TANAH MERAH MRT STATION,0.274039472,1977.35,1
8045,VILLA VERDE,176 VERDE CRESCENT,2430000,1505,2022-07-21,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.284372585,YEW TEE MRT STATION,0.726380773,1614.6,2
8046,LOYANG VILLAS,95 LOYANG RISE,2200000,1081,2022-07-21,1996,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.097183669,TAMPINES EAST MRT STATION,1.255836817,2034.4,2
8047,N.A.,25 KERONG LANE,2400000,1330,2022-07-21,2010,Resale,27,2022,1,99-yr,7,WELLINGTON PRIMARY SCHOOL,2.03271116,CANBERRA MRT STATION,2.097190584,1804.05,3
8048,VILLA VERDE,127 VERDE CRESCENT,2380000,1474,2022-07-21,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.151819749,YEW TEE MRT STATION,0.724138852,1614.6,2
8049,CENTURY WOODS,28 WOODGROVE WALK,2050000,1270,2022-07-21,2001,Resale,25,2022,1,99-yr,1,ADMIRALTY PRIMARY SCHOOL,3.110198451,MARSILING MRT STATION,0.608560137,1614.6,3
8050,SERANGOON GARDEN ESTATE,55 KENSINGTON PARK ROAD,3800000,1408,2022-07-21,-,Resale,19,2022,1,999-yr,1,ROSYTH SCHOOL,1.030656214,LORONG CHUAN MRT STATION,1.877268015,2698.53,2
8051,LOYANG COURT,161U JALAN LOYANG BESAR,1480000,772,2022-07-22,1997,Resale,17,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,0.791725611,PASIR RIS MRT STATION,1.299075387,1915.99,1
8052,THE SHAUGHNESSY,34 MILTONIA CLOSE,2400000,726,2022-07-22,2006,Resale,27,2022,1,99-yr,1,NORTHLAND PRIMARY SCHOOL,0.797318282,KHATIB MRT STATION,1.59227494,3304.55,1
8053,THE RIVERINA,53 RIVERINA CRESCENT,2580000,1175,2022-07-22,2000,Resale,18,2022,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.057515488,PASIR RIS MRT STATION,0.864855065,2195.86,3
8054,HAUS@SERANGOON GARDEN,14 SERANGOON GARDEN RISE,2860000,1771,2022-07-22,2016,Resale,19,2022,1,99-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.822562895,ANG MO KIO MRT STATION,1.3606277,1614.6,2
8055,N.A.,2A JALAN MAWAR,4020000,1894,2022-07-22,1997,Resale,13,2022,1,Freehold,7,MARIS STELLA HIGH SCHOOL,1.317782334,MATTAR MRT STATION,0.516049563,2122.66,2
8056,RIVERFRONT RESIDENCES,59 HOUGANG AVENUE 7,2928000,1388,2022-07-22,Uncompleted,Sub Sale,19,2022,1,99-yr,17,CHIJ OUR LADY OF THE NATIVITY,0.413439381,HOUGANG MRT STATION,0.89293495,2109.74,1
8057,ELITE RESIDENCES,52B ELITE TERRACE,3100000,809,2022-07-25,2018,Resale,15,2022,1,Freehold,1,TAO NAN SCHOOL,1.899400206,BEDOK MRT STATION,1.013507599,3831.98,2
8058,N.A.,13A KANG CHOO BIN ROAD,3935000,1992,2022-07-25,1997,Resale,19,2022,1,999-yr,7,XINMIN PRIMARY SCHOOL,0.611694935,KOVAN MRT STATION,0.693555043,1975.19,1
8059,MARLENE VILLE,11E MARLENE AVENUE,2910000,1170,2022-07-25,2008,Resale,19,2022,1,Freehold,1,ROSYTH SCHOOL,1.469133634,SERANGOON MRT STATION,1.053113442,2486.48,2
8060,GREENWOOD MEWS,271 GREENWOOD AVENUE #01-11,4082000,1286,2022-07-25,2016,Resale,11,2022,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.840029502,SIXTH AVENUE MRT STATION,1.137683008,3175.38,1
8061,SERANGOON GARDEN ESTATE,58 BROCKHAMPTON DRIVE,4030000,1432,2022-07-26,1993,Resale,19,2022,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.477959102,LORONG CHUAN MRT STATION,1.1370456,2813.71,2
8062,HORIZON GREEN,797 ANG MO KIO AVENUE 2,2550000,752,2022-07-26,2003,Resale,20,2022,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.30038359,MAYFLOWER MRT STATION,0.627434773,3390.66,1
8063,OPERA ESTATE,51 JALAN BANGSAWAN,4400000,2508,2022-07-26,-,Resale,15,2022,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.751678539,BEDOK MRT STATION,0.81346757,1754.53,2
8064,N.A.,45 JALAN RINDU,4700000,1359,2022-07-26,-,Resale,19,2022,1,Freehold,7,MARIS STELLA HIGH SCHOOL,0.42137325,BARTLEY MRT STATION,0.467690312,3459.55,1
8065,CHUAN TERRACE,27 CHUAN TERRACE,3930000,1911,2022-07-27,1989,Resale,19,2022,1,Freehold,1,ROSYTH SCHOOL,1.465716561,LORONG CHUAN MRT STATION,1.222895824,2057.0,2
8066,FULTON HILL,60C FULTON ROAD,3800000,2132,2022-07-27,1996,Resale,20,2022,1,999-yr,1,AI TONG SCHOOL,0.18491544,BRIGHT HILL MRT STATION,0.34883506,1782.52,1
8067,AVILA TERRACE,19 MARIAM WAY,3500000,1282,2022-07-27,1992,Resale,17,2022,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.229187001,TAMPINES EAST MRT STATION,1.51591003,2729.75,2
8068,MACPHERSON GARDEN ESTATE,34 JALAN KEMAJUAN,2270000,2338,2022-07-28,-,Resale,13,2022,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.058570192,MATTAR MRT STATION,0.7329533,970.91,2
8069,THE SPRINGSIDE,49 SPRINGSIDE CRESCENT,3400000,2044,2022-07-28,2014,Resale,26,2022,1,Freehold,1,NORTHLAND PRIMARY SCHOOL,2.697722827,SPRINGLEAF MRT STATION,0.975940083,1663.04,3
8070,N.A.,266 ONAN ROAD,4650000,2985,2022-07-28,-,Resale,15,2022,1,Freehold,7,TAO NAN SCHOOL,1.299017084,MARINE PARADE MRT STATION,0.942121571,1557.55,2
8071,JADE VINE GARDENS,21 KANG CHOO BIN WALK,3950000,2031,2022-07-28,1991,Resale,19,2022,1,999-yr,1,XINMIN PRIMARY SCHOOL,0.718601016,KOVAN MRT STATION,0.721919324,1945.05,1
8072,N.A.,8 CHESTNUT LANE,3650000,2087,2022-07-29,1994,Resale,23,2022,1,Freehold,7,SAINT ANTHONY'S PRIMARY SCHOOL,2.12494011,CASHEW MRT STATION,0.465600131,1749.15,3
8073,KENT RIDGE HILL RESIDENCES,60 SOUTH BUONA VISTA ROAD,2840050,1552,2022-07-30,Uncompleted,New Sale,5,2022,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.220702235,PASIR PANJANG MRT STATION,0.548918226,1829.88,3
8074,SEMBAWANG HILLS ESTATE,97 CASUARINA ROAD,4200000,2799,2022-07-31,-,Resale,20,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.761674268,MAYFLOWER MRT STATION,1.087731018,1500.5,1
8075,VILLA VERDE,155 VERDE CRESCENT,2250000,1356,2022-08-01,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.235808299,YEW TEE MRT STATION,0.653000593,1659.81,2
8076,VILLA VERDE,58 VERDE CRESCENT,1980000,1226,2022-08-01,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.111919593,YEW TEE MRT STATION,0.865063444,1614.6,2
8077,THOMSON HILLS ESTATE,5 SEMBAWANG HILLS DRIVE,3128000,1554,2022-08-01,-,Resale,20,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.617725426,MAYFLOWER MRT STATION,0.957495144,2012.87,1
8078,FABER HILLS,2 FABER CRESCENT,4800000,1461,2022-08-02,-,Resale,5,2022,1,Freehold,1,NAN HUA PRIMARY SCHOOL,0.392025304,CLEMENTI MRT STATION,0.958489842,3286.25,1
8079,N.A.,5 JALAN BUNGA RAMPAI,3508000,1984,2022-08-02,1973,Resale,19,2022,1,Freehold,7,MARIS STELLA HIGH SCHOOL,0.717975948,BARTLEY MRT STATION,0.584432264,1768.53,1
8080,TAI HWAN GARDEN,50 TAI HWAN GROVE,3680000,1809,2022-08-02,1979,Resale,19,2022,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.916998857,LORONG CHUAN MRT STATION,0.715990648,2034.4,1
8081,TIVOLI GARDENS,179 TAI KENG GARDENS,2400000,1486,2022-08-02,1998,Resale,19,2022,1,99-yr,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.432725055,BARTLEY MRT STATION,0.687140944,1614.6,1
8082,SELETAR HILLS ESTATE,48 JALAN KERUING,4520000,1390,2022-08-02,-,Resale,28,2022,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,0.986489835,BUANGKOK MRT STATION,2.154346316,3250.73,1
8083,FLORENCE GROVE,23 FLORENCE CLOSE,4650000,2759,2022-08-02,-,Resale,19,2022,1,Freehold,1,HOLY INNOCENTS' PRIMARY SCHOOL,1.050525854,KOVAN MRT STATION,0.244934403,1685.64,2
8084,N.A.,355R GOODLINK PARK,3260000,1829,2022-08-02,2013,Resale,27,2022,1,Freehold,7,NORTHLAND PRIMARY SCHOOL,1.915139419,YISHUN MRT STATION,1.210634888,1782.52,2
8085,N.A.,15D ST. MICHAEL'S ROAD,3000000,1785,2022-08-03,1970,Resale,12,2022,1,Freehold,7,PEI CHUN PUBLIC SCHOOL,1.524109218,BOON KENG MRT STATION,0.767175539,1680.26,2
8086,GREENRIDGE,72 GREENRIDGE CRESCENT,3600000,1983,2022-08-03,1987,Resale,21,2022,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.205714272,BEAUTY WORLD MRT STATION,1.37900331,1815.89,2
8087,SERANGOON GARDEN ESTATE,82 BORTHWICK DRIVE,4050000,2410,2022-08-03,2005,Resale,19,2022,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.650085009,LORONG CHUAN MRT STATION,1.324135163,1680.26,2
8088,VALVISTA,41 CHUAN VIEW,2750000,1585,2022-08-04,2004,Resale,19,2022,1,99-yr,1,ROSYTH SCHOOL,1.597488121,LORONG CHUAN MRT STATION,1.099072837,1735.16,2
8089,THE SHAUGHNESSY,12 MILTONIA CLOSE,2100000,635,2022-08-04,2006,Resale,27,2022,1,99-yr,1,NORTHLAND PRIMARY SCHOOL,0.814440556,KHATIB MRT STATION,1.59162252,3304.55,1
8090,N.A.,22 INGGU ROAD,2650888,1415,2022-08-04,2009,Resale,27,2022,1,99-yr,7,WELLINGTON PRIMARY SCHOOL,2.097076381,CANBERRA MRT STATION,2.19510864,1872.94,3
8091,ALANA,72 SUNRISE TERRACE,2960000,968,2022-08-04,2018,Resale,28,2022,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.248410201,YIO CHU KANG MRT STATION,1.422774778,3056.98,3
8092,LUXUS HILLS,99 LUXUS HILL AVENUE,3900000,2415,2022-08-05,2014,Resale,28,2022,1,999-yr,1,ROSYTH SCHOOL,0.962253057,BUANGKOK MRT STATION,2.518149219,1614.6,1
8093,N.A.,22 SIMON LANE,4200000,2606,2022-08-05,-,Resale,19,2022,1,Freehold,7,XINMIN PRIMARY SCHOOL,0.841748204,KOVAN MRT STATION,0.420974205,1611.37,1
8094,WESTVILLE,100 WESTWOOD AVENUE,1920000,1172,2022-08-05,1998,Resale,22,2022,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.667724481,PIONEER MRT STATION,1.717879481,1638.28,1
8095,YONG SENG ESTATE,73E JALAN SENANG,3218000,1703,2022-08-05,-,Resale,14,2022,1,Freehold,1,MAHA BODHI SCHOOL,1.628848167,KEMBANGAN MRT STATION,0.755569158,1889.08,2
8096,VILLA VERDE,30 VERDE GROVE,2140000,1325,2022-08-05,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.243681137,YEW TEE MRT STATION,0.806518966,1614.6,2
8097,CABANA,243 SUNRISE TERRACE,2600000,848,2022-08-08,2013,Resale,28,2022,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.329987125,YIO CHU KANG MRT STATION,1.296035541,3067.74,3
8098,SUMMER GARDENS,185 UPPER CHANGI ROAD EAST,2188000,723,2022-08-08,1999,Resale,16,2022,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.598611927,TANAH MERAH MRT STATION,0.6379685,3024.68,2
8099,THOMSON GARDEN ESTATE,63 JALAN KUAK,2800000,3165,2022-08-08,-,Resale,20,2022,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.462128252,MARYMOUNT MRT STATION,0.719467696,884.8,1
8100,GUAN SOON TERRACE,56 GUAN SOON AVENUE,3020000,1819,2022-08-08,1991,Resale,16,2022,1,Freehold,1,CHONGZHENG PRIMARY SCHOOL,1.392303788,SIMEI MRT STATION,0.541525298,1659.81,2
8101,SERANGOON GARDEN ESTATE,32 BRAEMAR DRIVE,6608000,2360,2022-08-08,-,Resale,19,2022,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.495838843,LORONG CHUAN MRT STATION,1.047449491,2799.72,2
8102,HOMES AT EASTWOOD PLACE,16 EASTWOOD PLACE,2230000,1174,2022-08-10,1997,Resale,16,2022,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.303164002,SUNGEI BEDOK MRT STATION,0.222930222,1898.77,2
8103,SENNETT ESTATE,52 LICHI AVENUE,3100000,1960,2022-08-10,-,Resale,13,2022,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.00528842,POTONG PASIR MRT STATION,0.910511525,1581.23,2
8104,LUXUS HILLS,24 LUXUS HILL DRIVE,4480000,2030,2022-08-10,2018,Resale,28,2022,1,999-yr,1,ROSYTH SCHOOL,0.851797455,BUANGKOK MRT STATION,2.104024461,2206.62,1
8105,N.A.,80 DUKU ROAD,4300000,1854,2022-08-10,1974,Resale,15,2022,1,Freehold,7,TAO NAN SCHOOL,0.79414143,MARINE PARADE MRT STATION,0.834863702,2319.64,1
8106,OPERA ESTATE,21 ERNANI STREET,4000000,1665,2022-08-11,-,Resale,15,2022,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.721708523,BEDOK MRT STATION,0.66348072,2402.52,2
8107,D'ELIAS,29S ELIAS TERRACE,2600000,639,2022-08-12,2005,Resale,18,2022,1,999-yr,1,GONGSHANG PRIMARY SCHOOL,1.926611229,PASIR RIS MRT STATION,0.817649056,4068.79,2
8108,PEOPLE'S GARDEN,12 LORONG 5 REALTY PARK,5000000,1805,2022-08-12,2013,Resale,19,2022,1,999-yr,1,HOLY INNOCENTS' PRIMARY SCHOOL,0.616590738,HOUGANG MRT STATION,0.54389876,2769.58,1
8109,VILLA VERDE,35 VERDE AVENUE,1938888,1201,2022-08-12,2000,Resale,23,2022,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.152744916,YEW TEE MRT STATION,0.889931465,1614.6,2
8110,KENT RIDGE HILL RESIDENCES,56B SOUTH BUONA VISTA ROAD,3398250,1644,2022-08-14,Uncompleted,New Sale,5,2022,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.272477809,PASIR PANJANG MRT STATION,0.503337986,2066.69,3
8111,THE TENERIFFE,128 LAUREL WOOD AVENUE,3200000,1025,2022-08-15,2003,Resale,10,2022,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.297681459,SIXTH AVENUE MRT STATION,0.929078559,3121.56,2
8112,WESTWOOD PARK,125 WESTWOOD CRESCENT,1955000,1169,2022-08-15,1998,Resale,22,2022,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.577383362,BOON LAY MRT STATION,1.657401439,1672.73,1
8113,FLORISSA PARK,2 FLORISSA PARK,5480000,1101,2022-08-15,1988,Resale,26,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.519593152,LENTOR MRT STATION,0.203441113,4976.2,2
8114,AVILA TERRACE,37 MARIAM WAY,3908000,1408,2022-08-15,1992,Resale,17,2022,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.291716589,TAMPINES EAST MRT STATION,1.55731468,2776.04,2
8115,KEMBANGAN ESTATE,92A JALAN EUNOS,2800000,1817,2022-08-15,1982,Resale,14,2022,1,Freehold,1,MAHA BODHI SCHOOL,0.707091841,EUNOS MRT STATION,0.560066878,1541.4,1
