Project.Name,Address,Transacted Price,Price (psf),Date,Property.Type,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,ENBLOC,Avg area sqf,Dist_Sch_Label
COTSWOLD VILLAS,35D COTSWOLD CLOSE,3500000,797,11/10/2021,Detached House,2010,Resale,13,2021,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.716063142,LORONG CHUAN MRT STATION,0.529920854,0,4391.71,1
SARACA VILLAS,101 SARACA TERRACE,2320000,777,11/10/2021,Terrace House,2002,Resale,28,2021,1,99-yr,1,ROSYTH SCHOOL,2.096076302,YIO CHU KANG MRT STATION,1.579038602,0,2987.01,3
SERANGOON GARDEN ESTATE,26 WALMER DRIVE,7200000,1510,11/10/2021,Detached House,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.186545033,LORONG CHUAN MRT STATION,1.533904446,0,4769.53,2
N.A.,20F TEMBELING ROAD,2650000,1875,11/10/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.31809112,EUNOS MRT STATION,0.744519818,0,1413.31,2
N.A.,28 BEDOK WALK,3018000,1207,11/10/2021,Terrace House,2021,Resale,16,2021,1,Freehold,188,RED SWASTIKA SCHOOL,1.422812444,TANAH MERAH MRT STATION,0.436437175,0,2500.48,2
N.A.,4 INGGU ROAD,2280000,1292,11/10/2021,Terrace House,2021,Resale,27,2021,1,99-yr,188,WELLINGTON PRIMARY SCHOOL,2.059332104,CANBERRA MRT STATION,2.199453189,0,1765.3,3
THE TENERIFFE,144 LAUREL WOOD AVENUE,3000000,893,11/10/2021,Terrace House,2003,Resale,10,2021,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.315299717,SIXTH AVENUE MRT STATION,0.881754966,0,3358.37,2
SHAMROCK PARK,77 NAMLY PLACE,6388880,2568,11/10/2021,Terrace House,2016,Resale,10,2021,1,Freehold,1,NANYANG PRIMARY SCHOOL,1.177195005,SIXTH AVENUE MRT STATION,0.721491351,0,2487.56,2
TAI KENG GARDENS,101 TAI KENG GARDENS,2600000,1525,11/10/2021,Terrace House,2009,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.181307699,BARTLEY MRT STATION,0.912395876,0,1705.02,1
KECHUBONG TERRACE,101 GERALD DRIVE,4900000,1174,12/10/2021,Semi-Detached House,1997,Resale,28,2021,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.625825822,BUANGKOK MRT STATION,2.036338278,0,4175.36,1
N.A.,37 CRANE ROAD,3680000,1721,12/10/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.124266357,PAYA LEBAR MRT STATION,0.913286695,0,2137.73,2
N.A.,9 JALAN MAS KUNING,2660000,1622,12/10/2021,Terrace House,2021,Resale,5,2021,1,Freehold,188,NAN HUA PRIMARY SCHOOL,1.257348809,CLEMENTI MRT STATION,0.822620515,0,1640.43,2
HIGHLAND ROW,54 SIRAT ROAD,3800000,1544,12/10/2021,Terrace House,1990,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.161466319,SERANGOON MRT STATION,0.859164531,0,2460.65,2
THE SPRINGSIDE,185 SPRINGSIDE AVENUE,3338000,1461,12/10/2021,Terrace House,2016,Resale,26,2021,1,Freehold,1,NORTHLAND PRIMARY SCHOOL,2.55516901,SPRINGLEAF MRT STATION,1.123392824,0,2284.12,3
N.A.,93 YUK TONG AVENUE,2850000,1414,12/10/2021,Terrace House,2021,Resale,21,2021,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.957960875,BEAUTY WORLD MRT STATION,0.666908729,0,2016.1,1
ONE TREE HILL COLLECTION,74 JALAN ARNAP,9510000,3577,12/10/2021,Semi-Detached House,2021,New Sale,10,2021,1,Freehold,1,ANGLO-CHINESE SCHOOL (JUNIOR),1.948812359,ORCHARD BOULEVARD MRT STATION,0.235576498,0,2658.71,2
RIVERFRONT RESIDENCES,75 HOUGANG AVENUE 7,2308775,1094,12/10/2021,Terrace House,Uncompleted,New Sale,19,2021,1,99-yr,17,CHIJ OUR LADY OF THE NATIVITY,0.401237141,HOUGANG MRT STATION,0.909252897,0,2109.74,1
SEMBAWANG HILLS ESTATE,47 SERAYA CRESCENT,7388000,1816,12/10/2021,Semi-Detached House,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.819359009,MAYFLOWER MRT STATION,1.106647768,0,4067.72,1
VILLA VERDE,6 VERDE VIEW,1829500,1133,12/10/2021,Terrace House,2000,Resale,23,2021,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.38946977,YEW TEE MRT STATION,0.736698559,0,1614.6,2
THOMSON GARDEN ESTATE,12 JALAN RABU,3500000,1529,12/10/2021,Semi-Detached House,2009,Resale,20,2021,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.877802257,UPPER THOMSON MRT STATION,0.472474023,0,2288.43,1
BEDOK GROVE,4 BEDOK PLACE,3686253,2086,13/10/2021,Terrace House,2003,Resale,16,2021,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.130751876,SUNGEI BEDOK MRT STATION,0.684103277,0,1767.45,2
N.A.,1 EASTWOOD DRIVE,2738000,992,13/10/2021,Semi-Detached House,2021,Resale,16,2021,1,99-yr,188,TEMASEK PRIMARY SCHOOL,1.19566234,SUNGEI BEDOK MRT STATION,0.375953783,0,2760.97,2
MACPHERSON GARDEN ESTATE,128 JALAN GEMBIRA,2500888,2717,13/10/2021,Terrace House,2020,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.157475227,MATTAR MRT STATION,0.631222238,0,920.32,2
N.A.,226 CARPMAEL ROAD,2660000,1678,13/10/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.06782271,MARINE PARADE MRT STATION,0.601556031,0,1585.54,2
CHENG SOON GARDEN,83 KISMIS AVENUE,4500000,1247,13/10/2021,Semi-Detached House,1991,Resale,21,2021,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.218826526,BEAUTY WORLD MRT STATION,0.466398014,0,3608.09,1
LE ROYCE @ LEITH PARK,12A LEITH PARK,2750000,728,13/10/2021,Terrace House,2006,Resale,19,2021,1,Freehold,1,ROSYTH SCHOOL,1.197157715,SERANGOON MRT STATION,1.285709467,0,3778.16,2
N.A.,32 QUEEN'S ROAD,6700000,1952,13/10/2021,Semi-Detached House,2021,Resale,10,2021,1,Freehold,188,NANYANG PRIMARY SCHOOL,0.325517026,FARRER ROAD MRT STATION,0.430313382,0,3431.56,1
SARACA GARDENS,10 SARACA VIEW,4750000,934,13/10/2021,Semi-Detached House,1993,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.74165815,YIO CHU KANG MRT STATION,1.850845138,0,5087.07,2
THE HILLOFT,127G JALAN DERMAWAN,2750000,559,13/10/2021,Semi-Detached House,2011,Resale,23,2021,1,999-yr,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.065755768,BUKIT GOMBAK MRT STATION,0.608817914,0,4919.15,2
N.A.,26B LORONG MARZUKI,3950000,1279,13/10/2021,Terrace House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.26472136,KEMBANGAN MRT STATION,0.356918065,0,3089.27,2
N.A.,44 JALAN ASAS,770000,264,14/10/2021,Semi-Detached House,2021,Resale,23,2021,1,99-yr,188,SAINT ANTHONY'S PRIMARY SCHOOL,2.133144648,HILLVIEW MRT STATION,0.183716961,0,2913.81,3
SEMBAWANG HILLS ESTATE,68 CASUARINA ROAD,2300000,1616,14/10/2021,Terrace House,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.683814185,MAYFLOWER MRT STATION,0.998350789,0,1423,1
KALEIDO,96D LORONG K TELOK KURAU,3200000,998,14/10/2021,Terrace House,2017,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,0.855973316,MARINE TERRACE MRT STATION,0.719324466,0,3207.67,1
N.A.,348 LORONG LEW LIAN,2750000,1513,14/10/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.782737498,SERANGOON MRT STATION,0.487079448,0,1818.04,1
PAVILION PARK,6 PAVILION CIRCLE,3000000,1223,14/10/2021,Detached House,2014,Resale,23,2021,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.824069468,BUKIT GOMBAK MRT STATION,1.3700466,0,2452.04,1
BEDOK GROVE,24 BEDOK PLACE,3653003,2066,14/10/2021,Terrace House,2003,Resale,16,2021,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.194347803,SUNGEI BEDOK MRT STATION,0.679285219,0,1768.53,2
BURGUNDY HILL,33 BURGUNDY CRESCENT,2530000,986,14/10/2021,Semi-Detached House,1999,Resale,23,2021,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.740509256,BUKIT BATOK MRT STATION,1.620095314,0,2566.14,2
LOYANG VILLAS,187 LOYANG RISE,2080000,1022,14/10/2021,Terrace House,1996,Resale,17,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,0.935886729,TAMPINES EAST MRT STATION,1.561231614,0,2034.4,1
N.A.,12 PENAGA PLACE,2250000,1243,14/10/2021,Terrace House,2021,Resale,27,2021,1,99-yr,188,WELLINGTON PRIMARY SCHOOL,2.025567391,CANBERRA MRT STATION,2.129653957,0,1809.43,3
N.A.,24 CHU LIN ROAD,3930000,1194,14/10/2021,Semi-Detached House,2021,Resale,23,2021,1,999-yr,188,SAINT ANTHONY'S PRIMARY SCHOOL,1.289961221,BUKIT GOMBAK MRT STATION,0.803921237,0,3290.55,2
HAI SING PARK,5 HAI SING CRESCENT,4160000,1736,14/10/2021,Semi-Detached House,2003,Resale,19,2021,1,999-yr,1,HOLY INNOCENTS' PRIMARY SCHOOL,0.220590937,HOUGANG MRT STATION,0.699080624,0,2396.07,1
N.A.,187 JOO CHIAT TERRACE,3280000,1975,14/10/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.31843261,EUNOS MRT STATION,0.536216092,0,1660.89,2
N.A.,23 LORONG H TELOK KURAU,6188000,1408,14/10/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.272279725,EUNOS MRT STATION,0.600700064,0,4393.86,2
VERDANA VILLAS,99 GRACE WALK,3260000,706,15/10/2021,Semi-Detached House,2013,Resale,19,2021,1,Freehold,1,ROSYTH SCHOOL,1.728367722,SERANGOON MRT STATION,0.932881974,0,4617.76,2
N.A.,5 HOLLAND GROVE WALK,9600000,2236,15/10/2021,Detached House,2021,Resale,10,2021,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.430744609,DOVER MRT STATION,0.427246184,0,4293.76,1
JEWEL @ CHUAN HOE,50A CHUAN HOE AVENUE,2350000,534,15/10/2021,Terrace House,2010,Resale,19,2021,1,999-yr,1,XINMIN PRIMARY SCHOOL,0.906152554,KOVAN MRT STATION,0.961640492,0,4402.48,1
KING'S 8,3E KING'S ROAD,5300000,1037,15/10/2021,Detached House,2010,Resale,10,2021,1,Freehold,1,NANYANG PRIMARY SCHOOL,0.511433446,BOTANIC GARDENS MRT STATION,0.466393673,0,5112.9,1
N.A.,23 SIMON PLACE,3150000,1207,15/10/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,XINMIN PRIMARY SCHOOL,0.754614283,KOVAN MRT STATION,0.5114893,0,2609.19,1
BURGUNDY HILL,14 BURGUNDY DRIVE,2668000,1180,15/10/2021,Semi-Detached House,1999,Resale,23,2021,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.664687144,BEAUTY WORLD MRT STATION,1.662382146,0,2260.44,2
N.A.,24 LANGE ROAD,5100000,900,15/10/2021,Detached House,2021,Resale,19,2021,1,999-yr,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.386056845,KOVAN MRT STATION,0.925000812,0,5667.25,2
BANYAN VILLAS,65 LENTOR PLAIN,3731200,2026,15/10/2021,Terrace House,2007,Resale,26,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.55483896,LENTOR MRT STATION,0.425066311,0,1841.72,2
CABANA,119 SUNRISE TERRACE,2088000,716,15/10/2021,Terrace House,2013,Resale,28,2021,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.268387471,YIO CHU KANG MRT STATION,1.349981262,0,2917.04,3
PASIR RIS BEACH PARK,39 PASIR RIS HEIGHTS,1980000,572,15/10/2021,Terrace House,2019,Resale,18,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.410326408,PASIR RIS MRT STATION,1.163754047,0,3461.7,3
PINEWOOD TERRACE,20 PINEWOOD GROVE,2200888,1136,15/10/2021,Terrace House,1997,Resale,25,2021,1,99-yr,1,ADMIRALTY PRIMARY SCHOOL,2.710836894,MARSILING MRT STATION,0.785475081,0,1937.52,3
SERANGOON GARDEN ESTATE,72 CARDIFF GROVE,3598888,1956,15/10/2021,Terrace House,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.466921718,LORONG CHUAN MRT STATION,0.603768902,0,1839.57,2
SERANGOON GARDEN ESTATE,4 HYTHE ROAD,2910000,1350,15/10/2021,Terrace House,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.079581719,LORONG CHUAN MRT STATION,1.707207161,0,2156.03,2
SERANGOON GARDEN ESTATE,71 HYTHE ROAD,4530000,1682,15/10/2021,Semi-Detached House,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,0.910472374,ANG MO KIO MRT STATION,1.974892958,0,2693.15,1
THE WOODS,241 WESTWOOD AVENUE,2090000,490,15/10/2021,Terrace House,2013,Resale,22,2021,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.558223766,PIONEER MRT STATION,1.538878344,0,4262.54,1
THE SPRINGFIELD,54 CHEMPAKA KUNING LINK,1800000,771,15/10/2021,Terrace House,1999,Resale,16,2021,1,99-yr,1,RED SWASTIKA SCHOOL,1.684020251,TANAH MERAH MRT STATION,0.68513137,0,2335.79,2
PAVILION PARK,19 PAVILION STREET,4150000,1459,15/10/2021,Semi-Detached House,2014,Resale,23,2021,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.939823172,BUKIT PANJANG MRT STATION,1.253916923,0,2843.85,1
SELETAR HILLS ESTATE,43 JALAN JARAK,4200000,1211,17/10/2021,Semi-Detached House,2020,Resale,28,2021,1,999-yr,1,ROSYTH SCHOOL,1.029428546,BUANGKOK MRT STATION,2.156422612,0,3468.16,2
YONG SENG ESTATE,81C JALAN SENANG,2800000,1488,18/10/2021,Terrace House,2011,Resale,14,2021,1,Freehold,1,MAHA BODHI SCHOOL,1.644332337,BEDOK NORTH MRT STATION,0.744601522,0,1881.55,2
THE SHAUGHNESSY,100 MILTONIA CLOSE,2103888,641,18/10/2021,Terrace House,2006,Resale,27,2021,1,99-yr,1,NORTHLAND PRIMARY SCHOOL,0.761743916,KHATIB MRT STATION,1.556659344,0,3283.02,1
PARRY PARK,8 PARRY TERRACE,2980000,1770,18/10/2021,Terrace House,1991,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,0.789526374,KOVAN MRT STATION,1.052335091,0,1683.49,1
BELLAVILLE,9B SIAK KEW AVENUE,3088888,700,18/10/2021,Detached House,2012,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.478727208,POTONG PASIR MRT STATION,0.323806894,0,4413.24,2
N.A.,42H CHARLTON ROAD,4130000,1843,18/10/2021,Semi-Detached House,2021,Resale,19,2021,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.562161736,KOVAN MRT STATION,0.806054302,0,2241.06,1
OPERA ESTATE,88 DIDO STREET,4100000,1973,18/10/2021,Terrace House,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.464065692,BEDOK MRT STATION,0.537317871,0,2078.53,2
SELETAR HILLS ESTATE,13 JALAN LEKUB,3480000,1060,18/10/2021,Semi-Detached House,2020,Resale,28,2021,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.136322245,BUANGKOK MRT STATION,2.488866063,0,3283.02,2
GREENRIDGE,68 GREENRIDGE CRESCENT,4080000,1499,18/10/2021,Terrace House,2021,Resale,21,2021,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.207534827,BEAUTY WORLD MRT STATION,1.325998319,0,2721.14,2
N.A.,141A UPPER EAST COAST ROAD,5828000,1955,18/10/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.703588497,SIGLAP MRT STATION,0.459569422,0,2980.55,2
SEMBAWANG SPRINGS ESTATE,29 JALAN KEMUNING,2500000,1474,18/10/2021,Terrace House,2021,Resale,27,2021,1,Freehold,1,WELLINGTON PRIMARY SCHOOL,1.397231389,CANBERRA MRT STATION,0.508321426,0,1696.41,2
BURGUNDY HILL,28 BURGUNDY RISE,2508000,1103,18/10/2021,Semi-Detached House,1999,Resale,23,2021,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.60877359,BEAUTY WORLD MRT STATION,1.598112957,0,2274.43,2
LAKESIDE GROVE,58 CORPORATION RISE,1820000,1127,18/10/2021,Terrace House,1999,Resale,22,2021,1,99-yr,1,RULANG PRIMARY SCHOOL,0.839943017,LAKESIDE MRT STATION,0.694290384,0,1614.6,1
N.A.,30 JALAN TANAH PUTEH,5800000,1658,19/10/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.700983653,SIGLAP MRT STATION,0.667599822,0,3497.22,2
N.A.,834 UPPER SERANGOON ROAD,11500000,805,19/10/2021,Detached House,2021,Resale,19,2021,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.877007842,KOVAN MRT STATION,0.490223665,0,14291.36,1
WATTEN RESIDENCES,20D WATTEN RISE,4208000,1051,19/10/2021,Semi-Detached House,2011,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.289828532,TAN KAH KEE MRT STATION,0.356498558,0,4004.21,1
MING TECK PARK,95 MING TECK PARK,4750000,2454,19/10/2021,Terrace House,2020,Resale,10,2021,1,999-yr,1,HENRY PARK PRIMARY SCHOOL,0.585022529,HOLLAND VILLAGE MRT STATION,1.250956165,0,1935.37,1
PAVILION PARK,218 PAVILION CIRCLE,3900000,1789,19/10/2021,Terrace House,2014,Resale,23,2021,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.608607888,BUKIT GOMBAK MRT STATION,1.071459866,0,2179.71,1
KENT RIDGE HILL RESIDENCES,54 SOUTH BUONA VISTA ROAD,2839063,1552,19/10/2021,Terrace House,Uncompleted,New Sale,5,2021,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.317299244,PASIR PANJANG MRT STATION,0.454920558,0,1829.88,3
SELETAR HILLS ESTATE,17 JALAN LAKUM,3050000,1210,19/10/2021,Terrace House,2020,Resale,28,2021,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.873122849,BUANGKOK MRT STATION,2.334902143,0,2519.85,1
SERANGOON GARDEN ESTATE,74 BROCKHAMPTON DRIVE,3600000,1286,19/10/2021,Terrace House,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.513457497,LORONG CHUAN MRT STATION,1.2177594,0,2799.72,2
SELETAR HILLS ESTATE,43 NIM GREEN,5600000,1227,19/10/2021,Semi-Detached House,2020,Resale,28,2021,1,999-yr,1,ROSYTH SCHOOL,1.491223825,ANG MO KIO MRT STATION,2.324720516,0,4562.86,2
SELETAR HILLS ESTATE,43 NIM GREEN,6330000,1387,27/4/2022,Semi-Detached House,2020,Resale,28,2022,1,999-yr,1,ROSYTH SCHOOL,1.491223825,ANG MO KIO MRT STATION,2.324720516,0,4562.86,2
TEACHER'S HOUSING ESTATE,54 KALIDASA AVENUE,3050000,1685,19/10/2021,Terrace House,2011,Resale,26,2021,1,999-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.063678404,LENTOR MRT STATION,0.878096618,0,1810.5,2
CAPITOL PARK,11 JALAN ILMU,7868000,2229,20/10/2021,Semi-Detached House,2011,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.324146031,BOTANIC GARDENS MRT STATION,0.767818271,0,3530.59,2
SEMBAWANG HILLS ESTATE,5 JALAN MENGKUDU,4550000,1289,20/10/2021,Semi-Detached House,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.378437362,MAYFLOWER MRT STATION,0.522452615,0,3530.59,1
THE RIVERINA,14 RIVERINA WALK,1880000,1161,20/10/2021,Terrace House,2000,Resale,18,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.194833971,PASIR RIS MRT STATION,0.836460372,0,1618.91,3
LUXUS HILLS,63 SELETAR GREEN WALK,3450000,2137,20/10/2021,Terrace House,2020,Resale,28,2021,1,999-yr,1,ROSYTH SCHOOL,0.833040542,BUANGKOK MRT STATION,1.97354202,0,1614.6,1
N.A.,14 BENG WAN ROAD,1018000,254,20/10/2021,Detached House,2021,Resale,12,2021,1,99-yr,188,PEI CHUN PUBLIC SCHOOL,1.927058604,BOON KENG MRT STATION,0.545240919,0,4004.21,2
N.A.,"18, 20 CHIAP GUAN AVENUE",6000000,1265,20/10/2021,Terrace House,2021,Resale,19,2021,1,999-yr,188,ROSYTH SCHOOL,1.354529077,KOVAN MRT STATION,1.044789613,0,2371.845,2
N.A.,43 CORONATION DRIVE,8680000,1228,20/10/2021,Semi-Detached House,2021,Resale,10,2021,1,999-yr,188,NANYANG PRIMARY SCHOOL,0.322690527,TAN KAH KEE MRT STATION,0.427322716,0,7068.72,1
N.A.,96 DUKU ROAD,2000000,1007,20/10/2021,Terrace House,2021,Resale,15,2021,1,99-yr,188,TAO NAN SCHOOL,0.78399515,MARINE PARADE MRT STATION,0.895002034,0,1985.96,1
WHITLEYVILLE,95 WHITLEY ROAD,7350000,1544,20/10/2021,Detached House,2003,Resale,11,2021,1,Freehold,1,CHIJ PRIMARY (TOA PAYOH),0.722860824,MOUNT PLEASANT MRT STATION,0.442422811,0,4760.92,1
N.A.,93 SENNETT TERRACE,7250000,971,20/10/2021,Semi-Detached House,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.606393743,BAYSHORE MRT STATION,0.800226942,0,7464.83,1
SERANGOON GARDEN ESTATE,54 BROCKHAMPTON DRIVE,3580000,1279,20/10/2021,Terrace House,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.469257105,LORONG CHUAN MRT STATION,1.118341848,0,2798.64,2
N.A.,15 JALAN LAPANG,4380001,1624,21/10/2021,Terrace House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.962787153,KEMBANGAN MRT STATION,0.603854635,0,2696.38,2
THE INGLEWOOD,30 THE INGLEWOOD,3180000,1883,21/10/2021,Terrace House,1990,Resale,20,2021,1,Freehold,1,AI TONG SCHOOL,0.37019086,BRIGHT HILL MRT STATION,0.428660258,0,1688.87,1
WEST COAST GARDENS,49 WEST COAST PARK,5400000,1124,21/10/2021,Semi-Detached House,2006,Resale,5,2021,1,999-yr,4,NAN HUA PRIMARY SCHOOL,0.675588036,CLEMENTI MRT STATION,1.19977197,0,4806.13,1
FRANKEL ESTATE,45 JEDBURGH GARDENS,5650000,1756,21/10/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.464527293,KEMBANGAN MRT STATION,1.001383563,0,3218.44,2
THE TENERIFFE,172 LAUREL WOOD AVENUE,3080000,973,21/10/2021,Terrace House,2003,Resale,10,2021,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.361490712,SIXTH AVENUE MRT STATION,0.838897659,0,3164.62,2
N.A.,75 LORONG L TELOK KURAU,8500000,909,21/10/2021,Detached House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,0.776851322,MARINE TERRACE MRT STATION,0.746357276,0,9351.76,1
N.A.,48 LORONG MARICAN,4300000,1662,21/10/2021,Semi-Detached House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.096037081,KEMBANGAN MRT STATION,0.486605839,0,2587.67,2
N.A.,1B MAYFIELD AVENUE,11330000,1777,21/10/2021,Detached House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.52646352,TANJONG KATONG MRT STATION,0.608108092,0,6374.44,2
N.A.,30 PAYA LEBAR STREET,2850000,2027,21/10/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.812577454,TAI SENG MRT STATION,0.574259196,0,1405.78,1
N.A.,65 OCEAN DRIVE,17888000,2045,21/10/2021,Detached House,2021,Resale,4,2021,1,99-yr,188,RADIN MAS PRIMARY SCHOOL,3.302592384,PRINCE EDWARD MRT STATION,2.396361794,0,8745.75,3
SEMBAWANG SPRINGS ESTATE,38 JALAN SAJAK,6300000,1588,21/10/2021,Detached House,2021,Resale,27,2021,1,Freehold,1,CHONGFU SCHOOL,1.200245568,CANBERRA MRT STATION,0.600194596,0,3966.53,2
PRESIDENT GARDENS,94 LENTOR GREEN,4380000,1182,21/10/2021,Terrace House,1985,Resale,26,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.337346399,LENTOR MRT STATION,0.221400068,0,3707.12,2
WATTEN RESIDENCES,20B WATTEN RISE,3850000,961,21/10/2021,Semi-Detached House,2011,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.301583104,TAN KAH KEE MRT STATION,0.355598233,0,4004.21,1
N.A.,157S JALAN LOYANG BESAR,4300000,1427,22/10/2021,Terrace House,2021,Resale,17,2021,1,999-yr,188,PASIR RIS PRIMARY SCHOOL,0.776764927,PASIR RIS MRT STATION,1.153783918,0,3013.92,1
N.A.,157T JALAN LOYANG BESAR,4300000,1427,22/10/2021,Terrace House,2021,Resale,17,2021,1,999-yr,188,PASIR RIS PRIMARY SCHOOL,0.774554963,PASIR RIS MRT STATION,1.161233501,0,3013.92,1
N.A.,157U JALAN LOYANG BESAR,4300000,1427,22/10/2021,Terrace House,2021,Resale,17,2021,1,999-yr,188,PASIR RIS PRIMARY SCHOOL,0.772576522,PASIR RIS MRT STATION,1.16873693,0,3013.92,1
N.A.,157V JALAN LOYANG BESAR,4300000,1422,22/10/2021,Terrace House,2021,Resale,17,2021,1,999-yr,188,PASIR RIS PRIMARY SCHOOL,0.770639667,PASIR RIS MRT STATION,1.176343104,0,3024.68,1
LOYANG VILLAS,4 LOYANG RISE,1800000,1109,22/10/2021,Terrace House,1996,Resale,17,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.117729665,TAMPINES EAST MRT STATION,1.353590308,0,1623.21,2
