Project.Name,Address,Transacted Price,Price (psf),Date,Property.Type,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,ENBLOC,Avg area sqf,Dist_Sch_Label
OEI TIONG HAM PARK,43 JALAN SAMPURNA,20500000,2033,9/7/2021,Detached House,,Resale,10,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.183706621,HOLLAND VILLAGE MRT STATION,0.600372007,0,10084.79,2
N.A.,19 PENAGA PLACE,1999000,1073,9/7/2021,Terrace House,2021,Resale,27,2021,1,99-yr,188,WELLINGTON PRIMARY SCHOOL,2.077451885,CANBERRA MRT STATION,2.168345305,0,1863.25,3
N.A.,81 FABER GREEN,4800000,1356,9/7/2021,Terrace House,2021,Resale,5,2021,1,Freehold,188,NAN HUA PRIMARY SCHOOL,0.265873202,CLEMENTI MRT STATION,0.886223582,0,3539.2,1
N.A.,40 RICHARDS PLACE,3380000,1239,9/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,XINMIN PRIMARY SCHOOL,1.039171171,KOVAN MRT STATION,0.549627329,0,2728.67,2
N.A.,16 LORONG SIGLAP,3830000,1956,9/7/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.723420071,SIGLAP MRT STATION,0.939746545,0,1957.97,2
CHARLTON RESIDENCES,1 CHARLTON ROAD,3500000,455,9/7/2021,Terrace House,2014,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.797195991,KOVAN MRT STATION,0.645544409,0,7696.26,1
CENTURY WOODS,28 WOODGROVE VIEW,1650000,1019,9/7/2021,Terrace House,2001,Resale,25,2021,1,99-yr,1,ADMIRALTY PRIMARY SCHOOL,3.136505648,MARSILING MRT STATION,0.524372449,0,1619.98,3
N.A.,129 EVERITT ROAD,3100000,1753,9/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,0.889126137,MARINE PARADE MRT STATION,0.800315685,0,1768.53,1
N.A.,15 JALAN LYE KWEE,3600000,1508,9/7/2021,Semi-Detached House,2021,Resale,19,2021,1,Freehold,188,CHIJ OUR LADY OF THE NATIVITY,0.271212443,HOUGANG MRT STATION,0.654992142,0,2387.46,1
AFFINITY AT SERANGOON,16 SERANGOON NORTH AVENUE 1,2600000,1129,11/7/2021,Terrace House,Uncompleted,New Sale,19,2021,1,99-yr,14,ROSYTH SCHOOL,0.83049998,KOVAN MRT STATION,1.485138733,0,2303.5,1
SERANGOON GARDEN ESTATE,62 CHISELHURST GROVE,3800000,2066,12/7/2021,Terrace House,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.449681678,LORONG CHUAN MRT STATION,0.633993835,0,1839.57,2
N.A.,29 CORONATION DRIVE,7900100,2031,12/7/2021,Semi-Detached House,2021,Resale,10,2021,1,999-yr,188,NANYANG PRIMARY SCHOOL,0.252083709,TAN KAH KEE MRT STATION,0.39735883,0,3889.03,1
SELETAR HILLS ESTATE,28 JALAN SINDOR,4500000,1435,12/7/2021,Semi-Detached House,2020,Resale,28,2021,1,Freehold,1,ROSYTH SCHOOL,1.108355363,BUANGKOK MRT STATION,2.177159188,0,3135.55,2
N.A.,29 JALAN WANGI,2750000,1203,12/7/2021,Terrace House,2021,Resale,13,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.330313357,POTONG PASIR MRT STATION,0.545326117,0,2285.2,2
N.A.,27 LENGKOK MARIAM,7450000,747,12/7/2021,Detached House,2021,Resale,17,2021,1,Freehold,188,PASIR RIS PRIMARY SCHOOL,1.351923907,TAMPINES EAST MRT STATION,1.910759919,0,9978.23,2
N.A.,38 LORONG 101 CHANGI,2850000,1356,12/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.326678216,EUNOS MRT STATION,0.640508188,0,2102.21,2
SHAMROCK PARK,24A NAMLY CRESCENT,6180000,2163,12/7/2021,Semi-Detached House,2016,Resale,10,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.210359231,SIXTH AVENUE MRT STATION,0.460815844,0,2856.77,2
N.A.,32 SENNETT ROAD,5128000,1284,12/7/2021,Semi-Detached House,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.773578812,BAYSHORE MRT STATION,0.650619966,0,3992.37,1
ONE SURIN,3A SURIN AVENUE,2980000,787,12/7/2021,Terrace House,2017,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.817918603,SERANGOON MRT STATION,0.83864174,0,3788.93,1
N.A.,22 TEMBELING ROAD,5080000,1573,12/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.375671191,EUNOS MRT STATION,0.738450105,0,3230.28,2
N.A.,186 ONAN ROAD,2900000,1507,12/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.228332673,EUNOS MRT STATION,0.934308892,0,1924.6,2
SHAMROCK PARK,63 NAMLY PLACE,5020000,2779,12/7/2021,Terrace House,2016,Resale,10,2021,1,Freehold,1,NANYANG PRIMARY SCHOOL,1.157266579,SIXTH AVENUE MRT STATION,0.762124199,0,1806.2,2
ROSIE VIEW,11L MOUNT ROSIE ROAD,5400000,2642,12/7/2021,Terrace House,2004,Resale,11,2021,1,Freehold,1,ANGLO-CHINESE SCHOOL (PRIMARY),0.455383279,MOUNT PLEASANT MRT STATION,0.675246762,0,2044.08,1
SERANGOON GARDEN ESTATE,18A BERWICK DRIVE,5328000,2006,12/7/2021,Semi-Detached House,2022,New Sale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.779381798,ANG MO KIO MRT STATION,1.417493663,0,2655.48,2
N.A.,5B LORONG SALLEH,4875000,2110,12/7/2021,Terrace House,Uncompleted,New Sale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,0.776813301,EUNOS MRT STATION,0.593789454,0,2309.95,1
HOLLAND GROVE,40 HOLLAND GROVE VIEW,3200000,1139,13/7/2021,Semi-Detached House,1997,Resale,10,2021,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,0.480465787,DOVER MRT STATION,0.442961014,0,2810.48,1
D'MANOR,209 TANAH MERAH KECHIL AVENUE,1810000,665,13/7/2021,Terrace House,2000,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.315544114,TANAH MERAH MRT STATION,0.266218675,0,2723.29,2
N.A.,161 JOO CHIAT PLACE,3520000,2760,13/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.279890194,EUNOS MRT STATION,0.638470173,0,1275.53,2
N.A.,2A MARIAM CLOSE,4450000,987,13/7/2021,Detached House,2021,Resale,17,2021,1,Freehold,188,PASIR RIS PRIMARY SCHOOL,1.364644445,TAMPINES EAST MRT STATION,1.758788595,0,4510.12,2
CAIRNHILL CONSERVATION AREA,94 CAIRNHILL ROAD,10000000,3879,13/7/2021,Terrace House,,Resale,9,2021,1,Freehold,1,ANGLO-CHINESE SCHOOL (JUNIOR),0.456852626,NEWTON MRT STATION,0.558017097,0,2577.98,1
N.A.,7 DUBLIN ROAD,5128000,2981,13/7/2021,Terrace House,2021,Resale,9,2021,1,Freehold,188,ANGLO-CHINESE SCHOOL (JUNIOR),1.183661979,SOMERSET MRT STATION,0.185303458,0,1720.09,2
SELETAR HILLS ESTATE,67 KASAI ROAD,2938000,1484,13/7/2021,Terrace House,2020,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.423537789,YIO CHU KANG MRT STATION,2.217147401,0,1979.5,2
N.A.,13 SIMON WALK,3350000,1899,13/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,XINMIN PRIMARY SCHOOL,1.040907662,KOVAN MRT STATION,0.21939454,0,1764.22,2
VILLA VERDE,132 VERDE VIEW,1700000,1013,13/7/2021,Terrace House,2000,Resale,23,2021,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.11921109,CHOA CHU KANG MRT STATION,1.019196039,0,1678.11,2
N.A.,25 SENNETT TERRACE,3350000,1550,13/7/2021,Terrace House,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,0.802030257,BAYSHORE MRT STATION,0.834856268,0,2161.41,1
VICTORIA PARK VILLAS,81 VICTORIA PARK GROVE,13000000,1984,13/7/2021,Detached House,2018,Resale,10,2021,1,99-yr,1,NANYANG PRIMARY SCHOOL,0.271320103,TAN KAH KEE MRT STATION,0.497728554,0,6550.97,1
TEACHER'S HOUSING ESTATE,31 TU FU AVENUE,2750000,1522,13/7/2021,Terrace House,2011,Resale,26,2021,1,999-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.985666919,LENTOR MRT STATION,0.949331576,0,1807.28,1
POETS VILLAS,228 TAGORE AVENUE,2318000,635,13/7/2021,Semi-Detached House,2014,Resale,26,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.140444294,LENTOR MRT STATION,0.942073593,0,3649,2
THE SPRINGFIELD,71 CHEMPAKA KUNING LINK,1750000,736,13/7/2021,Terrace House,1999,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.651696891,TANAH MERAH MRT STATION,0.677398375,0,2378.84,2
SERANGOON GARDEN ESTATE,32 LICHFIELD ROAD,5050000,1053,14/7/2021,Semi-Detached House,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.017699982,SERANGOON MRT STATION,1.586497477,0,4797.51,2
N.A.,110 CORONATION ROAD WEST,14250000,1400,14/7/2021,Detached House,2021,Resale,10,2021,1,Freehold,188,NANYANG PRIMARY SCHOOL,0.989329371,SIXTH AVENUE MRT STATION,1.004464271,0,10176.29,1
N.A.,144 JALAN SENANG,6100000,1521,14/7/2021,Semi-Detached House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.656264103,BEDOK NORTH MRT STATION,0.652307165,0,4011.74,2
N.A.,10 SWISS CLUB LANE,24500000,1395,14/7/2021,Detached House,2021,Resale,11,2021,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.697550319,KING ALBERT PARK MRT STATION,0.850365568,0,17558.24,2
TANAH MERAH PARK,120J TANAH MERAH BESAR LANE,2580000,1102,14/7/2021,Semi-Detached House,2002,Resale,17,2021,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,2.045316561,CHANGI AIRPORT MRT STATION,1.396288806,0,2342.25,3
WEST COAST GARDENS,5 WEST COAST TERRACE,2980000,1503,14/7/2021,Terrace House,2006,Resale,5,2021,1,999-yr,4,NAN HUA PRIMARY SCHOOL,0.694735496,CLEMENTI MRT STATION,0.953222472,0,1982.73,1
WESTPEAK TERRACE,2B WEST COAST WALK,3600000,1797,14/7/2021,Terrace House,1991,Resale,5,2021,1,Freehold,1,NAN HUA PRIMARY SCHOOL,1.113748956,CLEMENTI MRT STATION,0.778644651,0,2003.18,2
N.A.,351A YIO CHU KANG ROAD,3780000,991,14/7/2021,Semi-Detached House,2021,Resale,28,2021,1,999-yr,188,SENGKANG GREEN PRIMARY SCHOOL,1.22140037,YIO CHU KANG MRT STATION,2.36443668,0,3815.84,2
PARKWOOD COLLECTION,61 LORONG 1 REALTY PARK,3542000,785,14/7/2021,Semi-Detached House,Uncompleted,New Sale,19,2021,1,99-yr,1,HOLY INNOCENTS' PRIMARY SCHOOL,0.339951885,HOUGANG MRT STATION,0.545847212,0,4510.12,1
THOMSON PARK,19 JALAN TERUBOK,3000000,1994,14/7/2021,Terrace House,2014,Resale,20,2021,1,Freehold,1,AI TONG SCHOOL,0.743012054,UPPER THOMSON MRT STATION,0.243244463,0,1504.81,1
THE WOODS,139 WESTWOOD AVENUE,1950000,486,14/7/2021,Terrace House,2013,Resale,22,2021,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.600496225,PIONEER MRT STATION,1.584823027,0,4014.97,1
PLACE-8,21D PAYA LEBAR CRESCENT,2970000,905,14/7/2021,Terrace House,2018,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.383055834,BARTLEY MRT STATION,0.824500688,0,3283.02,1
FLORENCE TERRACE,71 FLORENCE ROAD,3168000,1335,14/7/2021,Terrace House,1986,Resale,19,2021,1,999-yr,1,XINMIN PRIMARY SCHOOL,0.586750062,KOVAN MRT STATION,0.717253289,0,2372.39,1
KEW GATE,3H LIMAU GARDEN,1700000,632,15/7/2021,Terrace House,1996,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,0.5983683,BEDOK SOUTH MRT STATION,0.549613984,0,2691,1
N.A.,183 ONAN ROAD,3050000,1565,15/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.268150211,EUNOS MRT STATION,0.90008568,0,1948.28,2
PASIR RIS BEACH PARK,44 PASIR RIS HEIGHTS,1700000,665,15/7/2021,Terrace House,2019,Resale,18,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.385764128,PASIR RIS MRT STATION,1.163960923,0,2555.37,3
N.A.,40 PINEWOOD GROVE,2150000,776,15/7/2021,Terrace House,2021,Resale,25,2021,1,99-yr,188,ADMIRALTY PRIMARY SCHOOL,2.706925654,MARSILING MRT STATION,0.818140239,0,2769.58,3
N.A.,28A PUAY HEE AVENUE,3548000,1711,15/7/2021,Terrace House,2021,Resale,13,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.446597964,POTONG PASIR MRT STATION,0.196611639,0,2074.22,2
CLOVER PARK,47 CLOVER AVENUE,5180000,1326,15/7/2021,Terrace House,2020,Resale,20,2021,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.405167086,BISHAN MRT STATION,0.485683768,0,3905.18,1
STRATTON PARK,11 STRATTON DRIVE,4150000,1064,15/7/2021,Semi-Detached House,2014,Resale,28,2021,1,Freehold,1,ROSYTH SCHOOL,1.314965626,ANG MO KIO MRT STATION,2.279819616,0,3900.87,2
FRANKEL ESTATE,9 WILTON GARDENS,3800000,2212,15/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.332881098,MARINE TERRACE MRT STATION,0.968137472,0,1717.93,2
LIRIA TERRACE,18 MARIAM WALK,3180000,1110,15/7/2021,Terrace House,1997,Resale,17,2021,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.538998835,TAMPINES EAST MRT STATION,1.633655239,0,2864.3,2
N.A.,5 JALAN TANAH PUTEH,5700000,1691,15/7/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.780111795,SIGLAP MRT STATION,0.560171567,0,3370.21,2
N.A.,25 JALAN TAMBUR,4751888,1111,15/7/2021,Semi-Detached House,2021,Resale,20,2021,1,Freehold,188,AI TONG SCHOOL,0.632752335,BRIGHT HILL MRT STATION,0.441532158,0,4277.61,1
N.A.,141 BRADDELL ROAD,4080000,773,15/7/2021,Detached House,2021,Resale,13,2021,1,Freehold,188,PEI CHUN PUBLIC SCHOOL,1.040211964,LORONG CHUAN MRT STATION,0.922196034,0,5275.44,2
UNIVERSITY PARK,46 UNIVERSITY WALK,3000000,1084,15/7/2021,Semi-Detached House,1997,Resale,11,2021,1,99-yr,1,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.193529899,BOTANIC GARDENS MRT STATION,0.339080479,0,2766.35,2
N.A.,6 CEDARWOOD GROVE,1870000,947,15/7/2021,Terrace House,2021,Resale,25,2021,1,99-yr,188,ADMIRALTY PRIMARY SCHOOL,2.893984166,MARSILING MRT STATION,0.642948794,0,1974.12,3
THE WHITLEY RESIDENCES,137G WHITLEY ROAD,4850000,858,15/7/2021,Semi-Detached House,2016,Resale,11,2021,1,Freehold,1,ANGLO-CHINESE SCHOOL (PRIMARY),0.829551308,MOUNT PLEASANT MRT STATION,0.386542249,0,5651.1,1
SUMMER GARDENS,119 UPPER CHANGI ROAD EAST,1800000,595,15/7/2021,Terrace House,1999,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.570182944,TANAH MERAH MRT STATION,0.630767298,0,3024.68,2
SEMBAWANG HILLS ESTATE,5 JALAN MENARONG,2680000,1339,15/7/2021,Terrace House,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.543057982,MAYFLOWER MRT STATION,0.735297755,0,2001.03,1
N.A.,25 SIMON PLACE,3150000,1208,15/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,XINMIN PRIMARY SCHOOL,0.749280608,KOVAN MRT STATION,0.517337199,0,2607.04,1
KEMBANGAN ESTATE,15 JALAN DAUD,5000000,2304,15/7/2021,Semi-Detached House,Uncompleted,New Sale,14,2021,1,Freehold,1,MAHA BODHI SCHOOL,0.675434225,EUNOS MRT STATION,0.709125392,0,2169.81,1
LIMAU VILLAS,22 LIMAU TERRACE,1820000,1127,16/7/2021,Terrace House,1998,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,0.861487477,TANAH MERAH MRT STATION,0.533551089,0,1614.6,1
KIMNAN PARK,6 LORONG KEMBANGAN,2808000,1384,16/7/2021,Terrace House,2002,Resale,14,2021,1,Freehold,1,MAHA BODHI SCHOOL,1.522402629,KEMBANGAN MRT STATION,0.537034416,0,2029.01,2
OPERA ESTATE,8 CARMEN TERRACE,3228000,1977,16/7/2021,Terrace House,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.863812672,BEDOK MRT STATION,0.764674514,0,1632.9,2
CASHEW VILLAS,160 CASHEW CRESCENT,3450000,1875,16/7/2021,Terrace House,2013,Resale,23,2021,1,999-yr,1,WEST SPRING PRIMARY SCHOOL,1.961552308,CASHEW MRT STATION,0.593030752,0,1839.57,2
CASHEW ESTATE,2 CASHEW TERRACE,4850000,1059,16/7/2021,Terrace House,1981,Resale,23,2021,1,999-yr,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.960350876,CASHEW MRT STATION,0.172614231,0,4581.16,2
CORONATION VILLAGE,100 CORONATION ROAD,4568000,2526,16/7/2021,Terrace House,2013,Resale,10,2021,1,999-yr,1,NANYANG PRIMARY SCHOOL,0.327122032,TAN KAH KEE MRT STATION,0.469711507,0,1808.35,1
CORONATION VILLE,79 CORONATION ROAD,6900000,1999,16/7/2021,Semi-Detached House,1986,Resale,10,2021,1,999-yr,1,NANYANG PRIMARY SCHOOL,0.202545749,TAN KAH KEE MRT STATION,0.506890465,0,3450.94,1
BEDOKVILLE,35 JALAN LIMAU NIPIS,4500000,1124,16/7/2021,Semi-Detached House,2020,Resale,16,2021,1,999-yr,1,TEMASEK PRIMARY SCHOOL,0.862639988,TANAH MERAH MRT STATION,0.32116845,0,4003.13,1
NANYANG PARK,40 JALAN LIMBOK,2860000,755,16/7/2021,Terrace House,2015,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,0.893756546,KOVAN MRT STATION,1.139685552,0,3788.93,1
N.A.,12 JALAN SEGAM,4100000,1065,16/7/2021,Semi-Detached House,2021,Resale,16,2021,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.083797903,UPPER CHANGI MRT STATION,0.612116615,0,3849.21,2
SOMMERVILLE RESIDENCES,40 SOMMERVILLE WALK,3050000,756,16/7/2021,Terrace House,2012,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,0.893702167,SERANGOON MRT STATION,0.518753492,0,4036.5,1
VICTORY VILLE,23 TOH DRIVE,2650000,707,16/7/2021,Semi-Detached House,2014,Resale,17,2021,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.539424834,CHANGI AIRPORT MRT STATION,1.795633154,0,3745.87,2
LOYANG VILLAS,115 LOYANG RISE,1750000,860,16/7/2021,Terrace House,1996,Resale,17,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.058722571,TAMPINES EAST MRT STATION,1.318764544,0,2034.4,2
HUIT,10 MENG SUAN ROAD,3250000,1662,16/7/2021,Terrace House,2009,Resale,26,2021,1,999-yr,1,NORTHLAND PRIMARY SCHOOL,3.587494378,SPRINGLEAF MRT STATION,0.73424673,0,1955.82,3
PARK VILLAS,73 PARK VILLAS RISE,2200000,954,16/7/2021,Terrace House,1997,Resale,19,2021,1,99-yr,1,XINMIN PRIMARY SCHOOL,0.614206852,KOVAN MRT STATION,1.143210379,0,2305.65,1
PASIR RIS BEACH PARK,76 PASIR RIS TERRACE,1810000,754,16/7/2021,Terrace House,2019,Resale,18,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.440181067,PASIR RIS MRT STATION,1.256730586,0,2399.3,3
N.A.,725 BUKIT TIMAH ROAD,24480000,1449,16/7/2021,Detached House,2021,Resale,10,2021,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.66379697,SIXTH AVENUE MRT STATION,0.392441135,0,16891.95,1
THE SHAUGHNESSY,94 MILTONIA CLOSE,1800000,528,16/7/2021,Terrace House,2006,Resale,27,2021,1,99-yr,1,NORTHLAND PRIMARY SCHOOL,0.767860271,KHATIB MRT STATION,1.570169969,0,3412.19,1
SEVEN CRESCENT,7E CRESCENT ROAD,3850000,830,16/7/2021,Detached House,2013,Resale,15,2021,1,Freehold,1,KONG HWA SCHOOL,1.353049923,TANJONG KATONG MRT STATION,0.419531849,0,4639.28,2
MILFORD VILLAS,16K LORONG SELANGAT,2400000,925,16/7/2021,Terrace House,2009,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.104404041,SERANGOON MRT STATION,0.6512761,0,2594.12,2
ALANA,96 SUNRISE TERRACE,2478340,899,16/7/2021,Terrace House,2018,Resale,28,2021,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.244058442,YIO CHU KANG MRT STATION,1.418612084,0,2755.58,3
PHOENIX HEIGHTS,19 PHOENIX GARDEN,3880000,1201,16/7/2021,Semi-Detached House,1980,Resale,23,2021,1,Freehold,1,SOUTH VIEW PRIMARY SCHOOL,1.449975578,BUKIT PANJANG MRT STATION,0.414092836,0,3231.35,2
OPERA ESTATE,37 JALAN BINTANG TIGA,3260000,1873,16/7/2021,Terrace House,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.619643286,BEDOK MRT STATION,0.676077666,0,1740.54,2
THE SHAUGHNESSY,416 MILTONIA CLOSE,1750000,533,16/7/2021,Terrace House,2006,Resale,27,2021,1,99-yr,1,NORTHLAND PRIMARY SCHOOL,0.862015306,KHATIB MRT STATION,1.590530517,0,3283.02,1
N.A.,18A VANDA ROAD,6450000,2639,16/7/2021,Semi-Detached House,2021,Resale,11,2021,1,999-yr,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.873700729,SIXTH AVENUE MRT STATION,0.279634888,0,2444.5,1
SERANGOON GARDEN ESTATE,17 BLANDFORD DRIVE,4600000,1642,17/7/2021,Semi-Detached House,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.335051865,LORONG CHUAN MRT STATION,0.878241561,0,2800.79,2
KENT RIDGE HILL RESIDENCES,54E SOUTH BUONA VISTA ROAD,2771913,1515,18/7/2021,Terrace House,Uncompleted,New Sale,5,2021,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.289456179,PASIR PANJANG MRT STATION,0.482355122,0,1829.88,3
SPRING PARK ESTATE,6 PRIMROSE AVENUE,4300000,2040,19/7/2021,Terrace House,2011,Resale,16,2021,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.192981299,SIGLAP MRT STATION,0.863796798,0,2107.59,2
N.A.,20A ROSYTH ROAD,5400000,1173,19/7/2021,Semi-Detached House,2021,Resale,19,2021,1,Freehold,188,ROSYTH SCHOOL,1.155839923,KOVAN MRT STATION,1.049092606,0,4604.84,2
VILLA VERDE,1 VERDE GROVE,1985000,830,19/7/2021,Terrace House,2000,Resale,23,2021,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.233538047,YEW TEE MRT STATION,0.896302399,0,2391.76,2
SUNRISE VILLA,51 SUNRISE DRIVE,2680000,1421,19/7/2021,Terrace House,2008,Resale,28,2021,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,2.126527596,YIO CHU KANG MRT STATION,1.503061806,0,1885.85,3
CHUAN GREEN,14 CHUAN LINK,2280000,1314,19/7/2021,Terrace House,2004,Resale,19,2021,1,99-yr,1,ROSYTH SCHOOL,1.582635988,LORONG CHUAN MRT STATION,1.091214895,0,1735.16,2
ALLAMANDA GROVE,6 ALLAMANDA GROVE,8375000,2224,19/7/2021,Semi-Detached House,2008,Resale,10,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.305908063,SIXTH AVENUE MRT STATION,0.917804633,0,3766.32,2
SERANGOON GARDEN ESTATE,18 ALNWICK ROAD,7330000,1560,19/7/2021,Semi-Detached House,2022,Resale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.17127223,LORONG CHUAN MRT STATION,1.514502918,0,4698.49,2
VILLA BEGONIA,12 BEGONIA LANE,3350000,662,19/7/2021,Detached House,1998,Resale,28,2021,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.706647562,YIO CHU KANG MRT STATION,1.887042943,0,5061.23,2
NORTHILL,71 JALAN KASAU,2830000,1248,19/7/2021,Semi-Detached House,1997,Resale,25,2021,1,Freehold,1,WEST SPRING PRIMARY SCHOOL,3.245443285,KRANJI MRT STATION,0.87136773,0,2266.9,3
N.A.,15 JALAN LABU AYER,3380000,872,19/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.530390215,WOODLEIGH MRT STATION,0.624948593,0,3873.96,1
N.A.,71G JALAN SENANG,3100000,1106,19/7/2021,Terrace House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.616500067,KEMBANGAN MRT STATION,0.716573377,0,2802.95,2
CANARY PARK,37 JALAN SIMPANG BEDOK,3200000,1608,19/7/2021,Terrace House,1992,Resale,16,2021,1,Freehold,1,RED SWASTIKA SCHOOL,1.225698672,TANAH MERAH MRT STATION,0.715155639,0,1990.26,2
QUEEN ASTRID PARK,11 QUEEN ASTRID PARK,86000000,2704,19/7/2021,Detached House,,Resale,10,2021,1,999-yr,1,HENRY PARK PRIMARY SCHOOL,0.57945218,HOLLAND VILLAGE MRT STATION,0.993991937,0,31806.54,1
TANAH MERAH GREEN,1 TANAH MERAH KECHIL RISE,2720000,640,19/7/2021,Terrace House,2000,Resale,16,2021,1,99-yr,1,RED SWASTIKA SCHOOL,1.122651846,TANAH MERAH MRT STATION,0.388591499,0,4251.78,2
WESTWOOD PARK,30 WESTWOOD AVENUE,1920000,824,19/7/2021,Terrace House,1998,Resale,22,2021,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.514042757,BOON LAY MRT STATION,1.580131617,0,2331.48,1
MANDARIN PARK,61 LORONG PISANG EMAS,6160000,1778,19/7/2021,Semi-Detached House,2011,Resale,21,2021,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.783552467,BEAUTY WORLD MRT STATION,0.549790857,0,3463.86,1
CHUAN GARDEN,16 CHUAN GARDEN,7650000,1499,19/7/2021,Semi-Detached House,2014,Resale,19,2021,1,Freehold,1,ROSYTH SCHOOL,1.272774833,LORONG CHUAN MRT STATION,1.382547636,0,5103.21,2
